"EXERCÍCIO";"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO SUBORDINADO";"NOME ÓRGÃO SUBORDINADO";"CÓDIGO UNIDADE ORÇAMENTÁRIA";"NOME UNIDADE ORÇAMENTÁRIA";"CÓDIGO FUNÇÃO";"NOME FUNÇÃO";"CÓDIGO SUBFUNÇÃO";"NOME SUBFUNÇÃO";"CÓDIGO PROGRAMA ORÇAMENTÁRIO";"NOME PROGRAMA ORÇAMENTÁRIO";"CÓDIGO AÇÃO";"NOME AÇÃO";"CÓDIGO CATEGORIA ECONÔMICA";"NOME CATEGORIA ECONÔMICA";"CÓDIGO GRUPO DE DESPESA";"NOME GRUPO DE DESPESA";"CÓDIGO ELEMENTO DE DESPESA";"NOME ELEMENTO DE DESPESA";"ORÇAMENTO INICIAL (R$)";"ORÇAMENTO ATUALIZADO (R$)";"ORÇAMENTO EMPENHADO (R$)";"ORÇAMENTO REALIZADO (R$)"
"2020";"20000";"Presidência da República";"24208";"Instituto Nacional de Tecnologia da Informação";"20204";"INST.NAC.DE TECNOLOGIA DA INFORMACAO-ITI";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"08";"Outros Benefícios Assistenciais do servidor e do militar";"4622,40";"4622,40";"4622,40";"4317,45"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"96";"Ressarcimento de Despesas de Pessoal Requisitado";"15625,69";"15625,69";"15625,69";"13849,57"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"96";"Ressarcimento de Despesas de Pessoal Requisitado";"6674826,63";"6674826,63";"6674826,63";"4412413,46"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"92";"Despesas de Exercícios Anteriores";"10592,66";"10592,66";"10592,66";"10592,66"
"2020";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"20927";"FUNDO DE IMPRENSA NACIONAL";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"08";"Outros Benefícios Assistenciais do servidor e do militar";"202821,00";"202821,00";"102820,00";"25888,65"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"49";"Auxílio-Transporte";"316351,47";"316351,47";"316351,47";"295050,25"
"2020";"20000";"Presidência da República";"60000";"Gabinete da Vice-Presidência da República";"60101";"GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"04";"Administração";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"46";"Auxílio-Alimentação";"213434,00";"213434,00";"213434,00";"195357,79"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216Z";"GESTAO E PROMOCAO DO PROGRAMA DE PARCERIAS DE INVESTIMENTOS";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"959682,15";"0,15";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216Z";"GESTAO E PROMOCAO DO PROGRAMA DE PARCERIAS DE INVESTIMENTOS";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"33";"Passagens e Despesas com Locomoção";"55938,21";"55938,21";"55938,21";"55938,21"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216Z";"GESTAO E PROMOCAO DO PROGRAMA DE PARCERIAS DE INVESTIMENTOS";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"14";"Diárias - Civil";"28572,64";"28572,64";"28572,64";"28572,64"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"93175";"REC. SOB. SUPERV. PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216Z";"GESTAO E PROMOCAO DO PROGRAMA DE PARCERIAS DE INVESTIMENTOS";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"748673,00";"0,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"92";"Despesas de Exercícios Anteriores";"15754,06";"15754,06";"15754,06";"15754,06"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"00";"Não informado";"-20881218,63";"9989683,37";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"96";"Ressarcimento de Despesas de Pessoal Requisitado";"38076,75";"38076,75";"38076,75";"38076,75"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"13";"Obrigações Patronais";"19003258,57";"19003258,57";"19003258,57";"18919758,29"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"13";"Obrigações Patronais";"64300000,00";"64300000,00";"64300000,00";"63123868,57"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"16";"Outras Despesas Variáveis - Pessoal Civil";"34757835,35";"34757835,35";"34757835,35";"31867630,09"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"11";"Vencimentos e Vantagens Fixas - Pessoal Civil";"204136154,98";"204136154,98";"204136154,98";"191871939,35"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"07";"Contribuição a Entidades Fechadas de Previdência";"7830000,00";"7830000,00";"7830000,00";"6407064,06"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"94";"Indenizações e Restituições Trabalhistas";"466942,39";"466942,39";"466942,39";"405221,42"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"91";"Sentenças Judiciais";"476852,53";"476852,53";"476852,53";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"35";"Serviços de Consultoria";"44760,00";"44760,00";"44760,00";"41320,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"-4796642,51";"107435,49";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"96";"Ressarcimento de Despesas de Pessoal Requisitado";"94,00";"94,00";"94,00";"94,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"31";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras";"2220,00";"2220,00";"2220,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"39";"Outros Serviços de Terceiros - Pessoa Jurídica";"470228,76";"470228,76";"470228,76";"242154,29"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"93";"Indenizações e Restituições";"369581,12";"369581,12";"369581,12";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Jurídica";"32069,57";"32069,57";"32069,57";"30672,01"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"92";"Despesas de Exercícios Anteriores";"508385,35";"508385,35";"508385,35";"496227,56"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"48";"Outros Auxílios Financeiros a Pessoas Físicas";"601900,00";"601900,00";"601900,00";"601900,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"14";"Diárias - Civil";"693382,61";"693382,61";"693382,61";"693382,61"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"33";"Passagens e Despesas com Locomoção";"1905843,18";"1905843,18";"1905843,18";"1359952,41"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"36";"Outros Serviços de Terceiros - Pessoa Física";"452229,10";"452229,10";"452229,10";"449729,10"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"93";"Indenizações e Restituições";"2685221,51";"2685221,51";"2685221,51";"452253,97"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"39";"Outros Serviços de Terceiros - Pessoa Jurídica";"64485842,91";"64485842,91";"64365842,91";"48664219,52"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"41";"Contribuições";"1987000,00";"1987000,00";"1987000,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"47";"Obrigações Tributárias e Contributivas";"7266289,49";"7266289,49";"7266289,49";"5094428,85"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"32";"Material, Bem ou Serviço para Distribuição Gratuita";"12150,00";"12150,00";"12150,00";"12150,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"37";"Locação de Mão-de-Obra";"21709080,43";"21709080,43";"21709080,43";"19131922,68"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"92";"Despesas de Exercícios Anteriores";"1241199,20";"1241199,20";"1241199,20";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"00";"Não informado";"6699999,80";"100000,80";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"30";"Material de Consumo";"369120,21";"369120,21";"369120,21";"134937,09"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"47";"Obrigações Tributárias e Contributivas";"1828074,38";"1828074,38";"1828074,38";"1506580,59"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"39";"Outros Serviços de Terceiros - Pessoa Jurídica";"10568,00";"10568,00";"10568,00";"10568,00"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"40";"Serviços de Tecnologia da Informação e Comunicação";"1852552,45";"1852552,45";"1852552,45";"1544118,37"
"2020";"20000";"Presidência da República";"20415";"Empresa Brasil de Comunicação";"20415";"EMPRESA BRASIL DE COMUNICACAO";"24";"Comunicações";"722";"Telecomunicações";"4001";"COMUNICACAO PUBLICA E DIVULGACAO DE ATOS E MATERIAS DO GOVER";"20B5";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"52";"Equipamentos e Material Permanente";"12919203,44";"12919203,44";"12919203,44";"17323,80"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"4002";"SEGURANCA INSTITUCIONAL";"15R5";"IMPLANTACAO DO SISTEMA DE PROTECAO DAS INSTALACOES PRESIDENCIAIS - (PROPR)";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"0,00";"805000,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"122";"Administração geral";"4002";"SEGURANCA INSTITUCIONAL";"15R5";"IMPLANTACAO DO SISTEMA DE PROTECAO DAS INSTALACOES PRESIDENCIAIS - (PROPR)";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"00";"Não informado";"9283358,00";"5433219,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"28";"Encargos especiais";"846";"Outros encargos especiais";"0910";"OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"126402,00";"215908,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"93175";"REC. SOB. SUPERV. PRESIDENCIA DA REPUBLICA";"28";"Encargos especiais";"846";"Outros encargos especiais";"0910";"OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"90629,00";"0,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"126";"Tecnologia da informação";"4002";"SEGURANCA INSTITUCIONAL";"21AP";"APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE SEGURANCA DA INFORMACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"00";"Não informado";"166441,00";"0,00";"0,00";"0,00"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"126";"Tecnologia da informação";"4002";"SEGURANCA INSTITUCIONAL";"21AP";"APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE SEGURANCA DA INFORMACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"14";"Diárias - Civil";"13658,63";"13658,63";"13658,63";"13658,63"
"2020";"20000";"Presidência da República";"20101";"Presidência da República";"20101";"PRESIDENCIA DA REPUBLICA";"04";"Administração";"126";"Tecnologia da informação";"4002";"SEGURANCA INSTITUCIONAL";"21AP";"APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE SEGURANCA DA INFORMACAO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"33";"Passagens e Despesas com Locomoção";"25649,14";"25649,14";"20571,46";"20571,46"
